ProjectId,ProjectName_june,SectorName_june,StateName_june,LineMinistry_june,COMPANYNAME_june,AgencyId_june,AgencyName_june,OriginalCost_june,RevisedCost_june,RevisedCostReason_june,Expenditure_june,SanctionDate_june,CreationDate_june,StartDate_june,OriginalEndDate_june,RevisedDate_june,RevisedDateReason_june,DELAYED_TIME_june,COST_OVERRUN_PERC_june,COST_OVERRUN_june,COR_PERC_june,TOR_PERC_june,PhysicalProgress_june,OnboardingDelay_june,Remarks_june,ProjectName_july,SectorName_july,StateName_july,LineMinistry_july,COMPANYNAME_july,AgencyId_july,AgencyName_july,OriginalCost_july,RevisedCost_july,RevisedCostReason_july,Expenditure_july,SanctionDate_july,CreationDate_july,StartDate_july,OriginalEndDate_july,RevisedDate_july,RevisedDateReason_july,DELAYED_TIME_july,COST_OVERRUN_PERC_july,COST_OVERRUN_july,COR_PERC_july,TOR_PERC_july,PhysicalProgress_july,OnboardingDelay_july,Remarks_july,physical_progress,original_cost,revised_cost,expenditure,cost_overrun,cost_overrun_perc,cost_ratio,expenditure_rate,months_since_sanction,months_to_anticipated_completion,execution_velocity,monsoon_overlap,SectorName_june_freq,LineMinistry_june_freq,COMPANYNAME_june_freq,predictive_risk_index,observed_velocity,required_velocity,recoverability_score
705933,Nimach-Ratlam Doubling [133 Km],Railways,,Ministry of Railways,Western Railway [WR] - II,0,,1096,1095.88,,1284.91,07/10/2021,,,31/10/2027,31/10/2027,,0.0,0,0,,,100,0,,Nimach-Ratlam 133 km,Railways,,Ministry of Railways,CAOCWR WR mor,0,,1096,1770.58,,1488.18,07/10/2021,,,31/10/2027,31/10/2027,,0,0,0,,,100,0,,100.0,1096.0,1095.88,1284.91,0.0,0.0,0.9998905109489052,1.1724915136693799,56.73455978975033,16.031537450722734,1.762594093804285,3.0,0.10739030023094688,0.10623556581986143,0.005196304849884526,4.074957261027472,0.0,0.0,0.0
705298,North Region Video Surveillance Project,Railways,,Ministry of Railways,RCIL,0,,274,,,0.0,01/06/2020,,,31/03/2024,,,0.0,0,0,,,48,0,,North Region Video Surveillance Project,Railways,,Ministry of Railways,RCIL,0,,274,,,0.0,01/06/2020,,,31/03/2024,,,0,0,0,,,48,0,,48.0,274.0,274.0,0.0,0.0,0.0,1.0,0.0,72.93035479632063,1.0,0.6581621621621622,0.0,0.10739030023094688,0.10623556581986143,0.0005773672055427252,5.424085205895408,0.0,52.0,0.0
616695,Paradeep - Badabandha 3rd & 4th Line / 18.51kms,Railways,,Ministry of Railways,East Coast Railway [ECoR] - II,0,,300,,,2.47,31/08/2023,,,30/11/2028,,,0.0,0,0,,,10,0,,Construction of Paradeep- Badabandha 3rd & 4th line 18.51 km PB34/ECOR/2023-24,Railways,,Ministry of Railways,CAO/C/ECOR ECoR mor,0,,300,,,21.5,31/08/2023,,,30/11/2028,,,0,0,0,,,7,0,,10.0,300.0,300.0,2.47,0.0,0.0,1.0,0.008233333333333334,33.96846254927726,29.040735873850196,0.29439071566731145,3.0,0.10739030023094688,0.10623556581986143,0.010969976905311778,4.952006952613354,0.0,3.0990950226244345,0.0
611945,Petlad-Bhadran 22.5 km,Railways,,Ministry of Railways,CAOCWR WR mor,0,,307,307.11,,18.9,01/05/2022,,,31/05/2030,30/05/2030,,0.0,0,0,,,17,0,,Petlad-Bhadran 22.5 km,Railways,,Ministry of Railways,CAOCWR WR mor,0,,307,307.12,,114.73,17/05/2022,,,31/05/2030,30/05/2030,,0,0,0,,,32,0,,17.0,307.0,307.11,18.9,0.0,0.0,1.0003583061889252,0.06154146722672657,49.96714848883048,46.97766097240473,0.3402235371466141,3.0,0.10739030023094688,0.10623556581986143,0.0005773672055427252,4.317863960257942,15.0,1.766797202797203,100.0
400280,Phase II extension of MRTS from Velachery to St Thomas Mount,Railways,,Ministry of Railways,Ministry of Railways,0,,734,734.01,,486.53,15/11/2007,,,24/07/2025,30/09/2025,,0.0,0,0,,,100,0,,Phase II extension of MRTS from Velachery to St Thomas Mount,Railways,,Ministry of Railways,Ministry of Railways,0,,734,734.01,,486.53,15/11/2007,,,24/07/2025,30/09/2025,,0,0,0,,,100,0,,100.0,734.0,734.01,486.53,0.0,0.0,1.0000136239782016,0.6628383809484885,223.45597897503285,1.0,0.44751543663628346,0.0,0.10739030023094688,0.10623556581986143,0.003464203233256351,6.134679037864223,0.0,0.0,0.0
705385,Pirpainti - Jasidih [100.52 Km] New BG line,Railways,,Ministry of Railways,Eastern Railway [ER] - I,0,,2555,2555.0,,1117.17,31/03/2014,,,31/03/2028,31/03/2028,,0.0,0,0,,,62,0,,Pirpainti - Jasidih 97 km,Railways,,Ministry of Railways,CAOC/ER ER mor,0,,2555,2700.43,,1775.66,31/03/2014,,,31/03/2028,31/03/2028,,0,0,0,,,40,0,,62.0,2555.0,2555.0,1117.17,0.0,0.0,1.0,0.43724853228962823,146.97766097240472,21.02496714848883,0.42183281180151994,3.0,0.10739030023094688,0.10623556581986143,0.0023094688221709007,4.541232642599344,0.0,1.807375,0.0
617404,POKHRAN - RAMDEVRA New Line,Railways,,Ministry of Railways,North Western Railway [NWR],0,,189,,,55.58,08/04/2025,,,31/03/2028,,,0.0,0,0,,,2,0,,North Western Railway  - New line between Ramdevra and Pokhran via Bhairav Gufa - Kailash Tekri 13.38 Km PB30/NR/2025-26,Railways,,Ministry of Railways,CAOC/NWR NWR mor,0,,189,,,57.31,08/04/2025,,,31/03/2028,,,0,0,0,,,3,0,,2.0,189.0,189.0,55.58,0.0,0.0,1.0,0.29407407407407404,14.71747700394218,21.02496714848883,0.13589285714285715,3.0,0.10739030023094688,0.10623556581986143,0.006351039260969977,5.619044876761587,1.0,4.661125,21.454048110702885
706837,Pradhan Kuntha Jn Line Doubling Project,Railways,,Ministry of Railways,East Central Railway [ECR] - I,0,,349,349.22,,145.57,21/11/2022,,,30/11/2027,27/11/2027,,0.0,0,0,,,72,0,,Pradhan Kuntha Jn Line Doubling Project,Railways,,Ministry of Railways,East Central Railway [ECR] - I,0,,349,349.22,,145.57,21/11/2022,,,30/11/2027,27/11/2027,,0,0,0,,,72,0,,72.0,349.0,349.22,145.57,0.0,0.0,1.0006303724928367,0.4168432506729282,43.26544021024967,16.918528252299605,1.6641457858769932,3.0,0.10739030023094688,0.10623556581986143,0.009815242494226328,4.174897272405705,0.0,1.654990291262136,0.0
400045,Proposed 6 nos Road Over Bridge [ROB] at different locations under MCL Talcher Under Deposit Scheme.,Railways,,Ministry of Railways,East Coast Railway [ECoR] - II,0,,168,,,69.85,08/08/2022,,,31/03/2025,31/01/2025,,0.0,0,0,,,82,0,,Proposed 6 nos Road Over Bridge [ROB] at different locations under MCL Talcher Under Deposit Scheme.,Railways,,Ministry of Railways,East Coast Railway [ECoR] - II,0,,168,,,69.85,08/08/2022,,,31/03/2025,31/01/2025,,0,0,0,,,82,0,,82.0,168.0,168.0,69.85,0.0,0.0,1.0,0.4157738095238095,46.71484888304862,1.0,1.7553305203938117,0.0,0.10739030023094688,0.10623556581986143,0.010969976905311778,5.810747240077794,0.0,18.0,0.0
616841,PUSHKAR- MERTA CITY NEW LINE,Railways,,Ministry of Railways,North Western Railway [NWR],0,,800,,,224.71,13/02/2024,,,31/12/2026,31/12/2028,,0.0,0,0,,,8,0,,Pushkar - Merta Katyasani  51.346 km,Railways,,Ministry of Railways,CAOC/NWR NWR mor,0,,800,799.64,,242.08,13/02/2024,,,31/12/2026,31/12/2028,,0,0,0,,,7,0,,8.0,800.0,800.0,224.71,0.0,0.0,1.0,0.2808875,28.515111695137975,30.059132720105122,0.2805529953917051,3.0,0.10739030023094688,0.10623556581986143,0.006351039260969977,5.000095269808508,0.0,3.060633879781421,0.0
617214,Rail Connectivity to Errupalem Amravati Namburu 57 Km,Railways,,Ministry of Railways,South Central Railway [SCR] - II,0,,2047,,,208.57,24/11/2024,,,31/03/2027,,,0.0,0,0,,,0,0,,"South Central Railway- Rail connectivity to Amaravati, Capital of Andhra Pradesh Errupalem- Amaravati- Namburu New line 57 km PB7/WR/2023-24",Railways,,Ministry of Railways,CAO/C/SCoR SCoR mor,0,,2047,,,155.0,08/11/2024,,,31/03/2027,,,0,0,0,,,0,0,,0.0,2047.0,2047.0,208.57,0.0,0.0,1.0,0.10189057156814851,19.152431011826543,9.00131406044678,0.0,3.0,0.10739030023094688,0.10623556581986143,0.006351039260969977,6.545796656155792,0.0,11.10948905109489,0.0
617409,Railway Manufacturing Unit,Railways,,Ministry of Railways,RVNL - II,0,,521,,,492.12,01/07/2016,,,31/12/2026,31/03/2026,,0.0,0,0,,,91,0,,Railway Manufacturing Unit,Railways,,Ministry of Railways,RVNL - II,0,,521,,,492.12,01/07/2016,,,31/12/2026,31/03/2026,,0,0,0,,,91,0,,91.0,521.0,521.0,492.12,0.0,0.0,1.0,0.9445681381957773,119.94086727989487,1.0,0.7587072035058888,0.0,0.10739030023094688,0.10623556581986143,0.0011547344110854503,5.365052615084867,0.0,9.0,0.0
705793,Raising of speed to 160 kmph/200 kmph on existing New Delhi-Mumbai route incl. Vadodara-Ahmedabad,Railways,,Ministry of Railways,PCE/WR,0,,6806,8095.12,,9480.86,01/09/2019,,,31/03/2024,31/03/2026,,0.0,0,0,,,66,0,,Raising of speed to 160 kmph/200 kmph on existing New Delhi-Mumbai route incl. Vadodara-Ahmedabad,Railways,,Ministry of Railways,PCE/WR,0,,6806,8095.12,,9480.86,01/09/2019,,,31/03/2024,31/03/2026,,0,0,0,,,66,0,,66.0,6806.0,8095.12,9480.86,0.0,0.0,1.1894093446958567,1.171182144304223,81.9316688567674,1.0,0.8055493183640738,0.0,0.10739030023094688,0.10623556581986143,0.0023094688221709007,13.81051534663767,0.0,34.0,0.0
706763,Rajkot - Kanalus Doubling Project [111.2 Kms],Railways,,Ministry of Railways,Western Railway WR - II,0,,1081,1080.58,,969.78,07/10/2021,,,31/10/2026,30/06/2026,,0.0,0,0,,,82,0,,Rajkot-Kanalus 111.20 km,Railways,,Ministry of Railways,CAOCWR WR mor,0,,1081,1205.18,,1107.75,07/10/2021,,,31/10/2026,30/06/2026,,0,0,0,,,90,0,,82.0,1081.0,1080.58,969.78,0.0,0.0,0.9996114708603144,0.8974624738566326,56.73455978975033,1.0,1.4453271569195136,0.0,0.10739030023094688,0.10623556581986143,0.0011547344110854503,10.759638093416457,8.0,18.0,44.44444444444444
705617,Rajnandgaon - Nagpur [Kalumna] Third Railway Line [228.30 km],Railways,,Ministry of Railways,South East Central Railway [SECR] - II,0,,3545,3545.0,,3678.97,08/09/2016,,,31/12/2024,30/06/2026,,0.0,0,0,,,96,0,,Rajnandgaon-Nagpur - 3rd line 228 km,Railways,,Ministry of Railways,CAOC/SECR SECR mor,0,,3545,3544.92,,3143.54,08/09/2016,,,31/12/2024,30/06/2026,,0,0,0,,,95,0,,96.0,3545.0,3545.0,3678.97,0.0,0.0,1.0,1.0377912552891395,117.67411300919842,1.0,0.8158123953098828,0.0,0.10739030023094688,0.10623556581986143,0.0017321016166281756,9.999895422197392,0.0,4.0,0.0
706759,Rampur Dumra-Tal-Rajendrapul Additional Bridge and Railway Line Doubling,Railways,,Ministry of Railways,Indian Railway Construction International Limited [IRCON],0,,2374,1700.24,,1581.96,31/03/2016,,,01/12/2024,31/12/2025,,0.0,0,0,,,98,0,,Rampur Dumra-Tal-Rajendrapul - Addl bridge and doubling 14 km,Railways,,Ministry of Railways,CGM/CIVIL ECR mor,0,,2374,2535.13,,2028.18,04/03/2016,,,01/12/2024,31/12/2025,,0,0,0,,,95,0,,98.0,2374.0,1700.24,1581.96,0.0,0.0,0.7161920808761584,0.9304333505857997,122.96320630749014,1.0,0.7969863745658563,0.0,0.10739030023094688,0.10623556581986143,0.003464203233256351,9.501841417143979,0.0,2.0,0.0
705457,Ratlam-Mhow-Khandwa-Akola Gauge Conversion,Railways,,Ministry of Railways,Western Railway [WR] - II,0,,1656,6499.86,,4606.71,01/04/2008,,,31/03/2027,30/09/2028,,0.0,0,0,,,83,0,,Ratlam-Mhow-Khandwa-Akola 472.64 km including material modification for Fatehabad-Chandrawati Ganj-Ujjain 22.96 km and Rau-DADN doubling 9.40 km,Railways,,Ministry of Railways,CAOCWR WR mor,0,,1656,13314.5,,5045.54,17/01/2008,,,31/03/2027,30/09/2028,,0,0,0,,,75,0,,83.0,1656.0,6499.86,4606.71,0.0,0.0,3.9250362318840577,0.7087398805512735,218.92247043363994,27.036793692509853,0.3791296518607443,3.0,0.10739030023094688,0.10623556581986143,0.005196304849884526,7.289543775155638,0.0,0.6287727825030377,0.0
705494,Rayadurg-Tumkur via Kalyandurg New Line [207 km],Railways,,Ministry of Railways,South Western Railway [SWR] - II,0,,2496,2496.0,,1943.23,31/03/2008,,,30/09/2015,29/02/2028,,0.0,0,0,,,73,0,,Rayadurg-Tumkur via Kalyandurg 213 km,Railways,,Ministry of Railways,CAOC/SWR SWR mor,0,,2496,4612.0,,1906.63,22/02/2007,,,30/09/2015,29/02/2028,,0,0,0,,,65,0,,73.0,2496.0,2496.0,1943.23,0.0,0.0,1.0,0.7785376602564102,218.95532194480944,20.006570302233904,0.33340135033758445,3.0,0.10739030023094688,0.10623556581986143,0.006351039260969977,4.956191090960929,0.0,1.3495566502463054,0.0
613002,Redevelopment of Chennai Egmore Station,Railways,,Ministry of Railways,Ministry of Railways,0,,842,,,340.0,25/05/2022,,,31/03/2026,,,0.0,0,0,,,0,0,,Redevelopment of Chennai Egmore Station,Railways,,Ministry of Railways,Ministry of Railways,0,,842,,,340.0,25/05/2022,,,31/03/2026,,,0,0,0,,,0,0,,0.0,842.0,842.0,340.0,0.0,0.0,1.0,0.40380047505938244,49.17871222076215,1.0,0.0,0.0,0.10739030023094688,0.10623556581986143,0.003464203233256351,8.521360745372556,0.0,100.0,0.0
613015,Redevelopment of Chhatrapati Shivaji Maharaj Terminus [CSMT] and construction of associated infrastructure,Railways,,Ministry of Railways,Rail Land Development Authority,0,,1813,,,873.99,28/04/2023,,,31/03/2027,,,0.0,0,0,,,25,0,,Redevelopment of Chhatrapati Shivaji Maharaj Terminus [CSMT] and construction of associated infrastructure,Railways,,Ministry of Railways,Rail Land Development Authority,0,,1813,,,873.99,28/04/2023,,,31/03/2027,,,0,0,0,,,25,0,,25.0,1813.0,1813.0,873.99,0.0,0.0,1.0,0.48206839492553777,38.07490144546649,9.00131406044678,0.6566005176876618,3.0,0.10739030023094688,0.10623556581986143,0.0005773672055427252,5.130141714021135,0.0,8.332116788321168,0.0
705610,"Renigunta, Wadi & Gooty Bypass Railway Project",Railways,,Ministry of Railways,South Central Railway [SCR] - II,0,,302,543.0,,636.74,01/04/2016,,,31/12/2025,31/03/2026,,0.0,0,0,,,89,0,,"Renigunta 9.60 km, Wadi 7.60 km & Gooty 3.8 km - Bypass",Railways,,Ministry of Railways,CAO/C/SCoR SCoR mor,0,,302,850.74,,421.36,22/04/2016,,,31/12/2025,31/03/2026,,0,0,0,,,50,0,,89.0,302.0,543.0,636.74,0.0,0.0,1.7980132450331126,1.172633517495396,122.93035479632063,1.0,0.7239871726349546,0.0,0.10739030023094688,0.10623556581986143,0.006351039260969977,9.958193930704082,0.0,11.0,0.0
615915,Rourkela-Bondamunda A-Cabin 5th line [9.6 km],Railways,,Ministry of Railways,CAO/C/SER,0,,245,,,146.07,26/09/2022,,,31/03/2026,30/11/2026,,0.0,0,0,,,45,0,,Rourkela-Bondamunda A-Cabin 5th line 10 km Umbrella work PB57/2019-20/NR,Railways,,Ministry of Railways,CAO/C/SER SER mor,0,,245,244.99,,155.23,26/09/2022,,,30/09/2024,30/11/2026,,0,0,0,,,45,0,,45.0,245.0,245.0,146.07,0.0,0.0,1.0,0.596204081632653,45.105124835742444,5.026281208935611,0.9976693372177713,3.0,0.10739030023094688,0.10623556581986143,0.0017321016166281756,6.257830043543118,0.0,10.94248366013072,0.0
617403,SADULPUR - CHURU  DOUBLING PROJECT,Railways,,Ministry of Railways,North Western Railway [NWR],0,,469,,,197.84,24/01/2024,,,30/06/2026,,,0.0,0,0,,,95,0,,SADULPUR - CHURU  DOUBLING PROJECT,Railways,,Ministry of Railways,North Western Railway [NWR],0,,469,,,197.84,24/01/2024,,,30/06/2026,,,0,0,0,,,95,0,,95.0,469.0,469.0,197.84,0.0,0.0,1.0,0.42183368869936033,29.17214191852825,1.0,3.2565315315315315,0.0,0.10739030023094688,0.10623556581986143,0.006351039260969977,6.841564359544875,0.0,5.0,0.0
705527,Sagauli-Valmiknagar,Railways,,Ministry of Railways,East Central Railway [ECR] - I,0,,1216,2222.0,,2102.51,01/03/2018,,,24/12/2025,25/12/2025,,0.0,0,0,,,93,0,,Sagauli - Valmikinagar 109.7 km,Railways,,Ministry of Railways,CAO/Con/North/MHX ECR mor,0,,1216,1558.77,,1460.42,01/03/2018,,,24/12/2025,25/12/2025,,0,0,0,,,91,0,,93.0,1216.0,2222.0,2102.51,0.0,0.0,1.8273026315789473,0.9462241224122413,99.96714848883049,1.0,0.9303056194544856,0.0,0.10739030023094688,0.10623556581986143,0.009815242494226328,13.214082391250864,0.0,7.0,0.0
400205,Sahjanwa-Dohrighat,Railways,,Ministry of Railways,North Eastern Railway [NER],0,,1320,1319.75,,544.89,02/08/2019,,,31/03/2029,31/03/2029,,0.0,0,0,,,4,0,,Sahjanwa - Dohrighat 81.17 km,Railways,,Ministry of Railways,CAOC/NER NER mor,0,,1320,1319.75,,728.08,02/08/2019,,,31/03/2029,31/03/2029,,0,0,0,,,1,0,,4.0,1320.0,1319.75,544.89,0.0,0.0,0.999810606060606,0.4128736503125592,82.91721419185282,33.01576872536137,0.048240887480190175,3.0,0.10739030023094688,0.10623556581986143,0.002886836027713626,4.834289559546552,0.0,2.907701492537313,0.0
602797,"Sainthia, Sitarampur, Mughalsarai, Allahabad & Etawah - Bypass Line Project",Railways,,Ministry of Railways,Eastern Railway [ER] - I,0,,462,461.64,,296.61,10/08/2017,,,31/03/2027,27/03/2027,,0.0,0,0,,,33,0,,"Sainthia, Sitarampur, Mughalsarai, Allahabad & Etawah - Bypass 35 km",Railways,,Ministry of Railways,CAOC/ER ER mor,0,,462,797.94,,185.23,10/08/2017,,,31/03/2027,27/03/2027,,0,0,0,,,15,0,,33.0,462.0,461.64,296.61,0.0,0.0,0.9992207792207792,0.6425136469976606,106.63600525624179,8.869908015768726,0.30946395563770795,3.0,0.10739030023094688,0.10623556581986143,0.0023094688221709007,4.881618607861646,0.0,7.553629629629629,0.0
400254,Sakri -Hasanpur [via Harnagar - Kusheshwar Asthan] New Railway line,Railways,,Ministry of Railways,East Central Railway [ECR] - I,0,,735,,,589.37,15/12/2023,,,31/12/2024,31/03/2027,,0.0,0,0,,,84,0,,Sakri-Hasanpur 79 km,Railways,,Ministry of Railways,CAO/Con/North/MHX ECR mor,0,,735,802.45,,615.69,15/12/2023,,,31/12/2024,31/03/2027,,0,0,0,,,80,0,,84.0,735.0,735.0,589.37,0.0,0.0,1.0,0.8018639455782313,30.486202365308802,9.00131406044678,2.755344827586207,3.0,0.10739030023094688,0.10623556581986143,0.009815242494226328,4.386436125526263,0.0,1.7775182481751823,0.0
705526,Samastipur-Darbhanga Doubling Railway Project,Railways,,Ministry of Railways,East Central Railway [ECR] - I,0,,519,519.0,,412.58,18/11/2015,,,31/03/2025,31/10/2025,,0.0,0,0,,,100,0,,Samastipur-Darbhanga 38 km,Railways,,Ministry of Railways,CAO/Con/North/MHX ECR mor,0,,519,973.56,,746.81,18/11/2015,,,31/03/2025,31/10/2025,,0,0,0,,,92,0,,100.0,519.0,519.0,412.58,0.0,0.0,1.0,0.7949518304431599,127.36530880420499,1.0,0.7851431519215889,0.0,0.10739030023094688,0.10623556581986143,0.009815242494226328,5.986597298690543,0.0,0.0,0.0
611970,Samlaya Timba Road 54 km,Railways,,Ministry of Railways,PCE/WR,0,,670,670.17,,47.46,03/02/2023,,,31/03/2030,30/03/2030,,0.0,0,0,,,12,0,,Samlaya-Timba Road 53.53 km,Railways,,Ministry of Railways,CAOCWR WR mor,0,,670,670.17,,195.1,03/02/2023,,,31/03/2030,30/03/2030,,0,0,0,,,25,0,,12.0,670.0,670.17,47.46,0.0,0.0,1.0002537313432835,0.0708178521867586,40.83442838370565,44.973718791064385,0.293869670152856,3.0,0.10739030023094688,0.10623556581986143,0.0023094688221709007,4.9990278315610235,13.0,1.9566983199415633,100.0
611971,Samni Jambusar 24 km,Railways,,Ministry of Railways,PCE/WR,0,,350,349.93,,80.49,01/05/2022,,,31/03/2030,30/03/2030,,0.0,0,0,,,31,0,,Samni-Jambusar 24.08 km,Railways,,Ministry of Railways,CAOCWR WR mor,0,,350,349.93,,188.23,17/05/2022,,,31/03/2030,30/03/2030,,0,0,0,,,40,0,,31.0,350.0,349.93,80.49,0.0,0.0,0.9998,0.23001743205784012,49.96714848883048,44.973718791064385,0.6204076265614727,3.0,0.10739030023094688,0.10623556581986143,0.0023094688221709007,4.460669564138856,9.0,1.534229364499635,100.0
705659,Satna-Rewa Railway Line Doubling Project,Railways,,Ministry of Railways,West Central Railway [WCR] - II,0,,500,584.0,,573.8,01/11/2015,,,31/03/2026,31/03/2026,,0.0,0,0,,,88,0,,Satna - Rewa 50 km,Railways,,Ministry of Railways,CE/C-4/WCR WCR mor,0,,500,646.1,,618.19,18/11/2015,,,31/03/2026,31/03/2026,,0,0,0,,,88,0,,88.0,500.0,584.0,573.8,0.0,0.0,1.168,0.9825342465753424,127.92378449408672,1.0,0.6879096045197741,0.0,0.10739030023094688,0.10623556581986143,0.0005773672055427252,8.847678250292393,0.0,12.0,0.0
706866,Sawaimadhopur Bye Pass Line Project,Railways,,Ministry of Railways,North Western Railway [NWR],0,,304,304.0,,93.09,01/12/2022,,,31/03/2026,27/05/2027,,0.0,0,0,,,77,0,,Sawaimadhopur - Bypass line 6.98 km Umbrella work PB57/2019-20/NR,Railways,,Ministry of Railways,CAOC/NWR NWR mor,0,,304,239.0,,188.07,09/12/2022,,,31/03/2026,27/05/2027,,0,0,0,,,72,0,,77.0,304.0,304.0,93.09,0.0,0.0,1.0,0.30621710526315793,42.93692509855453,10.873850197109066,1.793328232593726,3.0,0.10739030023094688,0.10623556581986143,0.006351039260969977,4.3881849549541645,0.0,2.115166163141994,0.0
705761,SHIMOGA - SHIKARIPURA - RANEBENNUR [96 Km],Railways,,Ministry of Railways,South Western Railway [SWR] - II,0,,1454,1454.0,,102.64,19/09/2019,,,01/12/2027,30/06/2028,,0.0,0,0,,,14,0,,Shimoga-Shikaripura-Ranebennur 103 km umbrella work PB23/2018-19/NR,Railways,,Ministry of Railways,CAOC/SWR SWR mor,0,,1454,455.86,,106.18,19/09/2019,,,01/12/2027,30/06/2028,,0,0,0,,,14,0,,14.0,1454.0,1454.0,102.64,0.0,0.0,1.0,0.07059147180192572,81.34034165571616,24.014454664914584,0.17211631663974153,3.0,0.10739030023094688,0.10623556581986143,0.006351039260969977,4.735155533007427,0.0,3.5811764705882356,0.0
705432,Sivok-Rangpo New Rail Line,Railways,,Ministry of Railways,Indian Railway Construction International Limited [IRCON],0,,7877,11775.0,,11090.5,30/10/2009,,,31/05/2015,31/12/2027,,0.0,0,0,,,80,0,,Sivok-Rangpo New Rail Line,Railways,,Ministry of Railways,Indian Railway Construction International Limited [IRCON],0,,7877,11775.0,,11090.5,30/10/2009,,,31/05/2015,31/12/2027,,0,0,0,,,80,0,,80.0,7877.0,11775.0,11090.5,0.0,0.0,1.4948584486479624,0.9418683651804671,199.96714848883047,18.035479632063073,0.4000657138163299,3.0,0.10739030023094688,0.10623556581986143,0.003464203233256351,4.563306396458314,0.0,1.1089253187613846,0.0
705735,Solapur-tuljapur-Osmanabad,Railways,,Ministry of Railways,Central Railway,0,,905,3295.74,,1277.63,29/08/2018,,,31/03/2027,28/03/2028,,0.0,0,0,,,22,0,,Solapur-Osmanabad - New line via Tuljapur 84.44 km umbrella work PB23/2018-19/NR,Railways,,Ministry of Railways,CAOC/CR CR mor,0,,905,1647.87,,1202.73,08/01/2019,,,31/03/2027,28/03/2028,,0,0,0,,,22,0,,22.0,905.0,3295.74,1277.63,0.0,0.0,3.6417016574585634,0.38766104122291206,94.02102496714849,20.92641261498029,0.23399021663172606,3.0,0.10739030023094688,0.10623556581986143,0.0023094688221709007,8.811236902003404,0.0,3.72734693877551,0.0
617333,Surface triangle line bet. Bhadura stn and new crossing stn Karma,Railways,,Ministry of Railways,East Central Railway [ECR] - I,0,,200,,,7.67,06/10/2022,,,28/02/2027,,,0.0,0,0,,,1,0,,Construction of surface traingle between Bhadaura and new crossing station Karma Dildarnagar-Taraghat line  11.1 km PB72/NR/2022-23,Railways,,Ministry of Railways,CAO/Con/South/MHX ECR mor,0,,200,,,64.04,06/10/2022,,,28/02/2027,,,0,0,0,,,0,0,,1.0,200.0,200.0,7.67,0.0,0.0,1.0,0.03835,44.776609724047304,7.982917214191852,0.022333088774761558,3.0,0.10739030023094688,0.10623556581986143,0.009815242494226328,4.738068463430769,0.0,12.401481481481483,0.0
705359,Talcher-Bimlagarh New Railway Line,Railways,,Ministry of Railways,East Coast Railway [ECoR] - II,0,,1928,1928.0,,2127.3,31/03/2004,,,31/03/2025,31/03/2029,,0.0,0,0,,,57,0,,Talcher-Bimlagarh 154 km,Railways,,Ministry of Railways,CAO/C/ECOR ECoR mor,0,,1928,4546.84,,2164.01,31/03/2004,,,31/03/2025,31/03/2029,,0,0,0,,,56,0,,57.0,1928.0,1928.0,2127.3,0.0,0.0,1.0,1.1033713692946059,266.9513797634691,33.01576872536137,0.21352202805808518,3.0,0.10739030023094688,0.10623556581986143,0.010969976905311778,5.294279393565919,0.0,1.3024079601990048,0.0
400273,Tarakeshwar-Bishnupur New Line [82.47 km],Railways,,Ministry of Railways,Eastern Railway [ER] - I,0,,1189,1542.0,,1390.59,31/03/2001,,,31/03/2019,28/02/2026,,0.0,0,0,,,97,0,,"Tarakeswar-Bishnupur with extension upto Dhaniakhali, Arambagh-Irphala, Irphala-Ghatal 11.2 km, Arambagh-Champadanga 23.3 km & Bishnupur-Uparsol 31.8 km and new material modification for Mynapur-Kamarpukur via Birsha 19 km",Railways,,Ministry of Railways,CAOC/ER ER mor,0,,1189,1878.82,,1607.64,31/03/2001,,,31/03/2019,28/02/2026,,0,0,0,,,75,0,,97.0,1189.0,1542.0,1390.59,0.0,0.0,1.296888141295206,0.9018093385214008,302.95663600525626,1.0,0.3201778356104966,0.0,0.10739030023094688,0.10623556581986143,0.0023094688221709007,11.715323844965225,0.0,3.0,0.0
400022,Taranga Hill-Abu Road via Ambaji,Railways,,Ministry of Railways,North Western Railway [NWR],0,,2798,2798.0,,2616.51,21/07/2022,,,31/07/2030,31/07/2030,,0.0,0,0,,,45,0,,Taranga Hill-Abu Road via Ambaji 116.65 km,Railways,,Ministry of Railways,CAOC/NWR NWR mor,0,,2798,3198.16,,1953.58,21/07/2022,,,31/07/2030,31/07/2030,,0,0,0,,,48,0,,45.0,2798.0,2798.0,2616.51,0.0,0.0,1.0,0.9351358112937813,47.30617608409987,49.01445466491458,0.95125,3.0,0.10739030023094688,0.10623556581986143,0.006351039260969977,4.098376945639909,3.0,1.122117962466488,100.0
705394,Tetlia-Byrnihat New Railway Line,Railways,,Ministry of Railways,Northeast Frontier Railway [NFR],0,,1305,1304.62,,1258.8,05/08/2010,,,30/11/2011,30/06/2027,,0.0,0,0,,,86,0,,Teteliya-Byrnihat 21.5 km,Railways,,Ministry of Railways,CAO/C-II/NFR NFR mor,0,,1305,1432.14,,1272.35,30/11/2006,,,30/11/2011,30/06/2027,,0,0,0,,,87,0,,86.0,1305.0,1304.62,1258.8,0.0,0.0,0.9997088122605363,0.9648786619858657,190.80157687253612,11.990801576872535,0.4507300275482094,3.0,0.10739030023094688,0.10623556581986143,0.003464203233256351,4.308752126724864,1.0,1.1675616438356167,85.64858269194667
