ProjectId,ProjectName_june,SectorName_june,StateName_june,LineMinistry_june,COMPANYNAME_june,AgencyId_june,AgencyName_june,OriginalCost_june,RevisedCost_june,RevisedCostReason_june,Expenditure_june,SanctionDate_june,CreationDate_june,StartDate_june,OriginalEndDate_june,RevisedDate_june,RevisedDateReason_june,DELAYED_TIME_june,COST_OVERRUN_PERC_june,COST_OVERRUN_june,COR_PERC_june,TOR_PERC_june,PhysicalProgress_june,OnboardingDelay_june,Remarks_june,ProjectName_july,SectorName_july,StateName_july,LineMinistry_july,COMPANYNAME_july,AgencyId_july,AgencyName_july,OriginalCost_july,RevisedCost_july,RevisedCostReason_july,Expenditure_july,SanctionDate_july,CreationDate_july,StartDate_july,OriginalEndDate_july,RevisedDate_july,RevisedDateReason_july,DELAYED_TIME_july,COST_OVERRUN_PERC_july,COST_OVERRUN_july,COR_PERC_july,TOR_PERC_july,PhysicalProgress_july,OnboardingDelay_july,Remarks_july,physical_progress,original_cost,revised_cost,expenditure,cost_overrun,cost_overrun_perc,cost_ratio,expenditure_rate,months_since_sanction,months_to_anticipated_completion,execution_velocity,monsoon_overlap,SectorName_june_freq,LineMinistry_june_freq,COMPANYNAME_june_freq,predictive_risk_index,observed_velocity,required_velocity,recoverability_score
618387,Construction of 2-laning with Hard shoulder of Ukhrul Tolloi - Tadubi section of NH-102A from Design Chainage km 9450 to km 50850 in the State of Manipur on EPC mode under NHO-NE Package-2,Roads & Highways,,Ministry of Road Transport & Highways,NHIDCL,0,,579,,,267.11,07/03/2023,,,01/03/2026,31/12/2026,,0.0,0,0,,,80,0,,Construction of 2-laning with Hard shoulder of Ukhrul Tolloi - Tadubi section of NH-102A from Design Chainage km 9450 to km 50850 in the State of Manipur on EPC mode under NHO-NE Package-2,Roads & Highways,,Ministry of Road Transport & Highways,NHIDCL,0,,579,,,278.6,07/03/2023,,,01/03/2026,31/12/2026,,0,0,0,,,80,0,,80.0,579.0,579.0,267.11,0.0,0.0,1.0,0.4613298791018999,39.78318002628121,6.044678055190539,2.0109000825763834,3.0,0.569284064665127,0.569284064665127,0.09064665127020785,6.296609146651192,0.0,3.3086956521739133,0.0
618388,Construction of 2-laning with Hard shoulder road of Ukhrul - Tolloi - Tadubi section of NH-102A from Design Chainage 50.850 km to 81.870 km in the State of Manipur on EPC mode under NHO-TSP Package -3,Roads & Highways,,Ministry of Road Transport & Highways,NHIDCL,0,,316,,,251.46,09/09/2021,,,20/01/2025,31/07/2026,,0.0,0,0,,,91,0,,Construction of 2-laning with Hard shoulder road of Ukhrul - Tolloi - Tadubi section of NH-102A from Design Chainage 50.850 km to 81.870 km in the State of Manipur on EPC mode under NHO-TSP Package -3,Roads & Highways,,Ministry of Road Transport & Highways,NHIDCL,0,,316,,,257.41,09/09/2021,,,20/01/2025,31/12/2026,,0,0,0,,,94,0,,91.0,316.0,316.0,251.46,0.0,0.0,1.0,0.795759493670886,57.65440210249671,1.0183968462549278,1.5783703703703704,2.0,0.569284064665127,0.569284064665127,0.09064665127020785,60.121009167926886,3.0,8.83741935483871,33.946561541830924
618389,Construction of 2-laning with Hard shoulder road of Ukhrul - Tolloi - Tadubi section of NH-102A from Design Chainage 81.870 km to 105.825 km in the State of Manipur on EPC mode under NHO-TSP Package -4,Roads & Highways,,Ministry of Road Transport & Highways,NHIDCL,0,,311,,,255.6,07/09/2021,,,28/02/2024,31/08/2026,,0.0,0,0,,,97,0,,Construction of 2-laning with Hard shoulder road of Ukhrul - Tolloi - Tadubi section of NH-102A from Design Chainage 81.870 km to 105.825 km in the State of Manipur on EPC mode under NHO-TSP Package -4,Roads & Highways,,Ministry of Road Transport & Highways,NHIDCL,0,,311,,,287.73,07/09/2021,,,28/02/2024,31/08/2026,,0,0,0,,,97,0,,97.0,311.0,311.0,255.6,0.0,0.0,1.0,0.8218649517684887,57.72010512483574,2.0367936925098555,1.6805236198064883,3.0,0.569284064665127,0.569284064665127,0.09064665127020785,18.667583354662433,0.0,1.4729032258064516,0.0
618445,Construction of 2-Laning with hard shoulders of Demwe-Brahmakund section of NH-13 from Ch.0.00 km to 18.464 km on EPC under SARDP-NE NHO-NE -Balance Work,Roads & Highways,,Ministry of Road Transport & Highways,NHIDCL,0,,354,,,0.0,19/08/2020,,,18/12/2027,18/12/2027,,0.0,0,0,,,20,0,,Construction of 2-Laning with hard shoulders of Demwe-Brahmakund section of NH-13 from Ch.0.00 km to 18.464 km on EPC under SARDP-NE NHO-NE -Balance Work,Roads & Highways,,Ministry of Road Transport & Highways,NHIDCL,0,,354,,,26.82,19/08/2020,,,18/12/2027,18/12/2027,,0,0,0,,,20,0,,20.0,354.0,354.0,0.0,0.0,0.0,1.0,0.0,70.33508541392904,17.608409986859396,0.2843531060252219,3.0,0.569284064665127,0.569284064665127,0.09064665127020785,6.09620109831477,0.0,4.543283582089552,0.0
618448,Construction of 2-Laning with Paved Shoulder of New Greenfield Alignment From Chochenpheri at Km 52000 to Helipad near Menla at Km 82000 of Rhenock-Menla Spur NH-717B Package-IIIA on EPC Basis under SARDP-NE Phase 'A' in the State of Sikkim.,Roads & Highways,,Ministry of Road Transport & Highways,NHIDCL,0,,817,786.6,,32.28,07/10/2020,,,09/12/2023,19/05/2027,,0.0,0,0,,,64,0,,Construction of 2-Laning with Paved Shoulder of New Greenfield Alignment From Chochenpheri at Km 52000 to Helipad near Menla at Km 82000 of Rhenock-Menla Spur NH-717B Package-IIIA on EPC Basis under SARDP-NE Phase 'A' in the State of Sikkim.,Roads & Highways,,Ministry of Road Transport & Highways,NHIDCL,0,,817,786.6,,474.96,07/10/2020,,,09/12/2023,19/05/2027,,0,0,0,,,64,0,,64.0,817.0,786.6,32.28,0.0,0.0,0.9627906976744186,0.04103737604881769,68.72536136662286,10.611038107752956,0.9312428298279158,3.0,0.569284064665127,0.569284064665127,0.09064665127020785,6.417873963155926,0.0,3.3926934984520125,0.0
618447,Construction of 2-Laning with Paved Shoulder of New Greenfield Alignment From Helipad near Menla at Km 82000 to Menla at Km 94030 of Rhenock-Menla Spur NH-717B Package-IIIB on EPC Basis under SARDP-NE Phase 'A' in the State of Sikkim.,Roads & Highways,,Ministry of Road Transport & Highways,NHIDCL,0,,411,379.3,,0.0,18/01/2021,,,24/02/2024,31/05/2027,,0.0,0,0,,,83,0,,Construction of 2-Laning with Paved Shoulder of New Greenfield Alignment From Helipad near Menla at Km 82000 to Menla at Km 94030 of Rhenock-Menla Spur NH-717B Package-IIIB on EPC Basis under SARDP-NE Phase 'A' in the State of Sikkim.,Roads & Highways,,Ministry of Road Transport & Highways,NHIDCL,0,,411,379.3,,241.77,18/01/2021,,,24/02/2024,31/05/2027,,0,0,0,,,83,0,,83.0,411.0,379.3,0.0,0.0,0.0,0.9228710462287105,0.0,65.34165571616295,11.005256241787121,1.2702463549522371,3.0,0.569284064665127,0.569284064665127,0.09064665127020785,4.828554207335096,0.0,1.544716417910448,0.0
618556,"Construction of 26 VUPs, Major Bridge, Service Road etc. on Lalitpur-Sagar-Lakhnadon section of NH-44 NS",Roads & Highways,,Ministry of Road Transport & Highways,NHAI,0,,666,665.91,,559.45,01/02/2023,,,05/03/2026,07/07/2026,,0.0,0,0,,,97,0,,"Construction of 26 VUPs, Major Bridge, Service Road etc. on Lalitpur-Sagar-Lakhnadon section of NH-44 NS",Roads & Highways,,Ministry of Road Transport & Highways,NHAI,0,,666,665.91,,574.39,01/02/2023,,,05/03/2026,10/08/2026,,0,0,0,,,97,0,,97.0,666.0,665.91,559.45,0.0,0.0,0.9998648648648648,0.8401285458995962,40.90013140604468,1.0,2.3716305220883536,1.0,0.569284064665127,0.569284064665127,0.2984988452655889,66.82626301259452,0.0,3.0,0.0
619293,Construction of 4 Lane Access Controlled Bypass for Dehradun on NH307 from Design Chainage km 0050 Jhajra on NH-07 to Design Chainage km 12220 Asharori on EPC Mode in the State of Uttarakhand under NHO,Roads & Highways,,Ministry of Road Transport & Highways,NHAI,0,,716,337.11,,179.03,07/12/2023,,,23/04/2027,23/04/2027,,0.0,0,0,,,58,0,,Construction of 4 Lane Access Controlled Bypass for Dehradun on NH307 from Design Chainage km 0050 Jhajra on NH-07 to Design Chainage km 12220 Asharori on EPC Mode in the State of Uttarakhand under NHO,Roads & Highways,,Ministry of Road Transport & Highways,NHAI,0,,716,337.11,,191.78,07/12/2023,,,23/04/2027,23/04/2027,,0,0,0,,,63,0,,58.0,716.0,337.11,179.03,0.0,0.0,0.4708240223463687,0.5310729435495832,30.749014454664913,9.756898817345597,1.8862393162393163,3.0,0.569284064665127,0.569284064665127,0.2984988452655889,4.209735065194334,5.0,4.304646464646465,100.0
619253,Construction of 4 lane Bypass to Nalgonda Town lrorn Km 000 Existing Ch. 181590 to Km 14.00 Existing Ch. 28/685 ol Nakrekal to Nagarjunsagar Section of NH -565 in the State of Telangara on EPC under Annual Plan 2024 -25,Roads & Highways,,Ministry of Road Transport & Highways,MoRTH,0,,516,,,0.0,29/10/2024,,,06/10/2027,06/10/2027,,0.0,0,0,,,49,0,,Construction of 4 lane Bypass to Nalgonda Town lrorn Km 000 Existing Ch. 181590 to Km 14.00 Existing Ch. 28/685 ol Nakrekal to Nagarjunsagar Section of NH -565 in the State of Telangara on EPC under Annual Plan 2024 -25,Roads & Highways,,Ministry of Road Transport & Highways,MoRTH,0,,516,,,0.0,29/10/2024,,,06/10/2027,06/10/2027,,0,0,0,,,56,0,,49.0,516.0,516.0,0.0,0.0,0.0,1.0,0.0,20.006570302233904,15.210249671484888,2.4491954022988507,3.0,0.569284064665127,0.569284064665127,0.18013856812933027,4.699439159008517,7.0,3.3530021598272137,100.0
617896,"Construction of 4 lane Gauripur Bypass Starting bfrom Km 852.56 of NH-31Dumardoha Pt-II and Terminating at Km 862.17 Baladmara via. Khudimari Pt.- II, Fulkumari, Charaldanga, Sajuakuti,Geramari Pt.-III and finally meeting at km 862.17 of NH-17New/ NH-31Old in the State of Assam under EPC Mode Job no. 31/AS/ 2023-24/265",Roads & Highways,,Ministry of Road Transport & Highways,MoRTH,0,,421,,,0.0,15/03/2024,,,24/10/2026,24/10/2026,,0.0,0,0,,,21,0,,"Construction of 4 lane Gauripur Bypass Starting bfrom Km 852.56 of NH-31Dumardoha Pt-II and Terminating at Km 862.17 Baladmara via. Khudimari Pt.- II, Fulkumari, Charaldanga, Sajuakuti,Geramari Pt.-III and finally meeting at km 862.17 of NH-17New/ NH-31Old in the State of Assam under EPC Mode Job no. 31/AS/ 2023-24/265",Roads & Highways,,Ministry of Road Transport & Highways,MoRTH,0,,421,,,0.0,15/03/2024,,,24/10/2026,24/10/2026,,0,0,0,,,34,0,,21.0,421.0,421.0,0.0,0.0,0.0,1.0,0.0,27.496714848883048,3.8107752956636003,0.7637275985663082,3.0,0.569284064665127,0.569284064665127,0.18013856812933027,10.23658309361363,13.0,20.730689655172416,62.70896056155292
618247,Construction of 4 lane Mirzapur bypass including bridge over river Ganga from km 0.000 to km 15.000 of NH 135A in the State of Uttar Pradesh on HAM Mode.,Roads & Highways,,Ministry of Road Transport & Highways,MoRTH,0,,1709,,,0.0,07/03/2024,,,17/01/2029,17/01/2029,,0.0,0,0,,,6,0,,Construction of 4 lane Mirzapur bypass including bridge over river Ganga from km 0.000 to km 15.000 of NH 135A in the State of Uttar Pradesh on HAM Mode.,Roads & Highways,,Ministry of Road Transport & Highways,MoRTH,0,,1709,,,0.0,07/03/2024,,,17/01/2029,17/01/2029,,0,0,0,,,7,0,,6.0,1709.0,1709.0,0.0,0.0,0.0,1.0,0.0,27.75952693823916,30.617608409986858,0.21614201183431953,3.0,0.569284064665127,0.569284064665127,0.18013856812933027,4.555259335036589,1.0,3.070128755364807,32.57192384041155
617969,Construction of 4 Lane ROB and its approaches at the level crossing LC No 29  B of Km 29 Ekangarsarai at NH  110 New NH 33 & Railway Km 32.63 at Fatwa FUT Islampur IPR section in the state of Bihar on EPC mode.,Roads & Highways,,Ministry of Road Transport & Highways,MoRTH,0,,201,,,0.01,11/03/2023,,,19/07/2026,31/12/2026,,0.0,0,0,,,62,0,,Construction of 4 Lane ROB and its approaches at the level crossing LC No 29  B of Km 29 Ekangarsarai at NH  110 New NH 33 & Railway Km 32.63 at Fatwa FUT Islampur IPR section in the state of Bihar on EPC mode.,Roads & Highways,,Ministry of Road Transport & Highways,MoRTH,0,,201,,,0.01,11/03/2023,,,19/07/2026,31/12/2026,,0,0,0,,,62,0,,62.0,201.0,201.0,0.01,0.0,0.0,1.0,4.9751243781094526e-05,39.65177398160315,6.044678055190539,1.563612261806131,3.0,0.569284064665127,0.569284064665127,0.18013856812933027,6.164016474500633,0.0,6.286521739130435,0.0
617905,Construction of 4 lane ROB with approaches in lieu of LC No. RV-172 at km 176.00 of NH-201 present NH-26 at Kesinga including land acquisition in the state of Odisha on EPC mode under Annual Plan 2021-22,Roads & Highways,,Ministry of Road Transport & Highways,MoRTH,0,,324,,,88.48,30/12/2021,,,08/05/2025,31/10/2026,,0.0,0,0,,,70,0,,Construction of 4 lane ROB with approaches in lieu of LC No. RV-172 at km 176.00 of NH-201 present NH-26 at Kesinga including land acquisition in the state of Odisha on EPC mode under Annual Plan 2021-22,Roads & Highways,,Ministry of Road Transport & Highways,MoRTH,0,,324,,,88.48,30/12/2021,,,08/05/2025,20/05/2027,,0,0,0,,,78,0,,70.0,324.0,324.0,88.48,0.0,0.0,1.0,0.27308641975308645,53.975032851511166,4.040735873850197,1.296895922093731,3.0,0.569284064665127,0.569284064665127,0.18013856812933027,32.677362395363744,8.0,7.4243902439024385,100.0
618205,"Construction of 4 lane with paved shoulder from Existing Ch. 14200 to 24320 Design Ch. 14200 to 24400, Ch. 33760 to 42780 Design Ch. 35300 to 44294 & Ch. 43440 to 47020 Design Ch. 44958 to 48500 Delina Flyover  including construction of flyover length 1.704 km of total length 22.736 kms in AOR of 760 BRTF on road SRINAGAR BARAMULA  URI NH-01 in the UT of Jammu & Kashmir under project BEACON, Border Roads Organization BRO  Package-IJob No NH-1-J&K-2022-23-110",Roads & Highways,,Ministry of Road Transport & Highways,MoRTH,0,,823,,,292.48,29/06/2022,,,24/08/2025,16/08/2026,,0.0,0,0,,,86,0,,"Construction of 4 lane with paved shoulder from Existing Ch. 14200 to 24320 Design Ch. 14200 to 24400, Ch. 33760 to 42780 Design Ch. 35300 to 44294 & Ch. 43440 to 47020 Design Ch. 44958 to 48500 Delina Flyover  including construction of flyover length 1.704 km of total length 22.736 kms in AOR of 760 BRTF on road SRINAGAR BARAMULA  URI NH-01 in the UT of Jammu & Kashmir under project BEACON, Border Roads Organization BRO  Package-IJob No NH-1-J&K-2022-23-110",Roads & Highways,,Ministry of Road Transport & Highways,MoRTH,0,,823,,,298.96,29/06/2022,,,24/08/2025,31/12/2026,,0,0,0,,,86,0,,86.0,823.0,823.0,292.48,0.0,0.0,1.0,0.3553827460510328,48.02890932982917,1.5440210249671484,1.7905882352941178,2.0,0.569284064665127,0.569284064665127,0.18013856812933027,56.87697141984971,0.0,9.067234042553192,0.0
618203,"Construction of 4 lane with paved shoulder Pattan bypass Greenfield bypass from existing Ch. Km 24320 to Km 33760 and Design Ch. from Km 24400 to Km 35300, total length 10.900 km on road SrinagarBaramulla  Uri NH-01 in the UT of Jammu & Kashmir under Project BEACON, Border Roads Organization BRO on EPC mode. Package-II",Roads & Highways,,Ministry of Road Transport & Highways,MoRTH,0,,980,,,131.91,22/03/2023,,,31/07/2026,28/02/2027,,0.0,0,0,,,57,0,,"Construction of 4 lane with paved shoulder Pattan bypass Greenfield bypass from existing Ch. Km 24320 to Km 33760 and Design Ch. from Km 24400 to Km 35300, total length 10.900 km on road SrinagarBaramulla  Uri NH-01 in the UT of Jammu & Kashmir under Project BEACON, Border Roads Organization BRO on EPC mode. Package-II",Roads & Highways,,Ministry of Road Transport & Highways,MoRTH,0,,980,,,132.03,22/03/2023,,,31/07/2026,28/02/2027,,0,0,0,,,57,0,,57.0,980.0,980.0,131.91,0.0,0.0,1.0,0.13460204081632654,39.2904073587385,7.982917214191852,1.4507357859531773,3.0,0.569284064665127,0.569284064665127,0.18013856812933027,5.40763319777378,0.0,5.3865020576131695,0.0
619061,Construction of 4 lane with PS Idar-Badoli bypass section from design km 81/300 to km 95/500 of NH 168G in the State of Gujarat,Roads & Highways,,Ministry of Road Transport & Highways,MoRTH,0,,705,,,0.0,27/03/2025,,,06/05/2028,06/05/2028,,0.0,0,0,,,4,0,,Construction of 4 lane with PS Idar-Badoli bypass section from design km 81/300 to km 95/500 of NH 168G in the State of Gujarat,Roads & Highways,,Ministry of Road Transport & Highways,MoRTH,0,,705,,,0.0,27/03/2025,,,06/05/2028,06/05/2028,,0,0,0,,,7,0,,4.0,705.0,705.0,0.0,0.0,0.0,1.0,0.0,15.111695137976346,22.207621550591327,0.26469565217391305,3.0,0.569284064665127,0.569284064665127,0.18013856812933027,5.002452140721408,3.0,4.322840236686391,69.39881734559789
617919,Construction of 4 Nos Grade separtor between km. 281.000 to km. 307.600 km. 286.400 kumhari km. 299.000 Transport Nagar km. 302.000 Power House km. 304.000 Chandra Moura Chowk to km. 305.000 supeia of NH-53 old NH-06 Raipur -Durg 4 Lane on EPC mode in the state of chhattisgarh job NO. NH-53old NH-06 CG-2017-18-56,Roads & Highways,,Ministry of Road Transport & Highways,MoRTH,0,,349,,,0.0,22/03/2018,,,27/01/2021,31/08/2025,,0.0,0,0,,,98,0,,Construction of 4 Nos Grade separtor between km. 281.000 to km. 307.600 km. 286.400 kumhari km. 299.000 Transport Nagar km. 302.000 Power House km. 304.000 Chandra Moura Chowk to km. 305.000 supeia of NH-53 old NH-06 Raipur -Durg 4 Lane on EPC mode in the state of chhattisgarh job NO. NH-53old NH-06 CG-2017-18-56,Roads & Highways,,Ministry of Road Transport & Highways,MoRTH,0,,349,,,304.04,22/03/2018,,,27/01/2021,31/08/2025,,0,0,0,,,98,0,,98.0,349.0,349.0,0.0,0.0,0.0,1.0,0.0,99.2772667542707,1.0,0.9871343481138318,0.0,0.569284064665127,0.569284064665127,0.18013856812933027,5.63170631320572,0.0,2.0,0.0
619057,Construction of 4-Lane Badarpur Bypass from Design Chainage km 27300 at crossing with NH-6 Old NH-44 Near Siddeswar Pt.-I Village to Design Chainage km 38600 on NH-37 Old NH-44 at Kandigram Chaita Village on Silchar - Churaibari stretch in the State of Assam on EPC Mode under Bharatmala Pariyojana in Economic Corridors Silchar- Churaibari Pkg-3,Roads & Highways,,Ministry of Road Transport & Highways,NHIDCL,0,,574,,,318.82,28/02/2023,,,09/08/2026,10/08/2026,,0.0,0,0,,,71,0,,Construction of 4-Lane Badarpur Bypass from Design Chainage km 27300 at crossing with NH-6 Old NH-44 Near Siddeswar Pt.-I Village to Design Chainage km 38600 on NH-37 Old NH-44 at Kandigram Chaita Village on Silchar - Churaibari stretch in the State of Assam on EPC Mode under Bharatmala Pariyojana in Economic Corridors Silchar- Churaibari Pkg-3,Roads & Highways,,Ministry of Road Transport & Highways,NHIDCL,0,,574,,,330.98,28/02/2023,,,09/08/2026,31/03/2027,,0,0,0,,,71,0,,71.0,574.0,574.0,318.82,0.0,0.0,1.0,0.5554355400696864,40.01314060446781,1.3469119579500657,1.7744170771756977,2.0,0.569284064665127,0.569284064665127,0.09064665127020785,60.514692029095855,0.0,21.530731707317074,0.0
618373,"Construction of 4-Lane Bridge including approaches over River Brahmaputra between Dhubri on North Bank,Assam and Phulbari on south Bank,Meghalaya on NH-127B under JICA ODA Loan assistance Phase-III",Roads & Highways,,Ministry of Road Transport & Highways,NHIDCL,0,,4997,,,3033.59,06/05/2019,,,12/09/2028,12/09/2028,,0.0,0,0,,,77,0,,"Construction of 4-Lane Bridge including approaches over River Brahmaputra between Dhubri on North Bank,Assam and Phulbari on south Bank,Meghalaya on NH-127B under JICA ODA Loan assistance Phase-III",Roads & Highways,,Ministry of Road Transport & Highways,NHIDCL,0,,4997,,,3081.08,06/05/2019,,,12/09/2028,12/09/2028,,0,0,0,,,77,0,,77.0,4997.0,4997.0,3033.59,0.0,0.0,1.0,0.6070822493496097,85.80814717477004,26.445466491458607,0.8973506891271057,3.0,0.569284064665127,0.569284064665127,0.09064665127020785,4.569439056386134,0.0,0.8697142857142858,0.0
619142,Construction of 4-lane connectivity to Banbasa ICP at India Nepal border from NH-09 old NH-125 Sitarganj-Tanakpur at Km 40.00 near Jagbuda bridge under Bharatmala Priyojana of NH-109D on EPC mode in the State of Uttarakhand,Roads & Highways,,Ministry of Road Transport & Highways,NHAI,0,,217,237.01,,213.92,17/06/2022,,,01/09/2024,11/04/2027,,0.0,0,0,,,75,0,,Construction of 4-lane connectivity to Banbasa ICP at India Nepal border from NH-09 old NH-125 Sitarganj-Tanakpur at Km 40.00 near Jagbuda bridge under Bharatmala Priyojana of NH-109D on EPC mode in the State of Uttarakhand,Roads & Highways,,Ministry of Road Transport & Highways,NHAI,0,,217,237.01,,213.92,17/06/2022,,,01/09/2024,11/04/2027,,0,0,0,,,75,0,,75.0,217.0,237.01,213.92,0.0,0.0,1.0922119815668203,0.9025779502974558,48.42312746386334,9.362680683311432,1.5488466757123474,3.0,0.569284064665127,0.569284064665127,0.2984988452655889,4.745905444951347,0.0,2.6701754385964915,0.0
618001,"Construction of 4-lane flyover at Amberpet-X road, Hyderabad on NH-202 in the State of Telangana",Roads & Highways,,Ministry of Road Transport & Highways,MoRTH,0,,217,265.88,,172.02,08/05/2018,,,28/06/2023,30/06/2026,,0.0,0,0,,,92,0,,"Construction of 4-lane flyover at Amberpet-X road, Hyderabad on NH-202 in the State of Telangana",Roads & Highways,,Ministry of Road Transport & Highways,MoRTH,0,,217,265.88,,172.17,08/05/2018,,,28/06/2023,30/06/2026,,0,0,0,,,92,0,,92.0,217.0,265.88,172.02,0.0,0.0,1.225253456221198,0.6469836016247932,97.73324572930355,1.0,0.9413378151260504,0.0,0.569284064665127,0.569284064665127,0.18013856812933027,8.927192765004655,0.0,8.0,0.0
618166,Construction of 4-lane green field highway from Km. 35.000 to Km. 49.155 of NH-731A with paved shoulders on Hybrid Annuity Mode in the state of Uttar Pradesh,Roads & Highways,,Ministry of Road Transport & Highways,MoRTH,0,,698,,,0.04,06/01/2022,,,29/10/2025,09/07/2026,,0.0,0,0,,,100,0,,Construction of 4-lane green field highway from Km. 35.000 to Km. 49.155 of NH-731A with paved shoulders on Hybrid Annuity Mode in the state of Uttar Pradesh,Roads & Highways,,Ministry of Road Transport & Highways,MoRTH,0,,698,,,0.04,06/01/2022,,,29/10/2025,09/07/2026,,0,0,0,,,100,0,,100.0,698.0,698.0,0.04,0.0,0.0,1.0,5.730659025787966e-05,53.745072273324574,1.0,1.8606356968215159,1.0,0.569284064665127,0.569284064665127,0.18013856812933027,45.07319108118117,0.0,0.0,0.0
618308,Construction of 4-Lane Panchgram Bypass from Design Chainage km 15500 on NH-37 Old NH-53 at Kalinagar Pt.-I Village to Design Chainage km 27300 at crossing with NH-6 Old NH-44 Near Siddeswar Pt.-I Village on Silchar - Churaibari stretch in the State of Assam on EPC Mode under Bharatmala Pariyojana in Economic Corridors Silchar- Churaibari Package-2,Roads & Highways,,Ministry of Road Transport & Highways,NHIDCL,0,,676,728.97,,0.0,16/03/2023,,,09/02/2027,09/02/2027,,0.0,0,0,,,57,0,,Construction of 4-Lane Panchgram Bypass from Design Chainage km 15500 on NH-37 Old NH-53 at Kalinagar Pt.-I Village to Design Chainage km 27300 at crossing with NH-6 Old NH-44 Near Siddeswar Pt.-I Village on Silchar - Churaibari stretch in the State of Assam on EPC Mode under Bharatmala Pariyojana in Economic Corridors Silchar- Churaibari Package-2,Roads & Highways,,Ministry of Road Transport & Highways,NHIDCL,0,,676,728.97,,339.78,16/03/2023,,,09/02/2027,31/03/2027,,0,0,0,,,57,0,,57.0,676.0,728.97,0.0,0.0,0.0,1.0783579881656804,0.0,39.48751642575559,7.35873850197109,1.443494176372712,3.0,0.569284064665127,0.569284064665127,0.09064665127020785,28.9341489136835,0.0,5.843392857142858,0.0
618417,"Construction of 4-Lane with paved shoulder Agartala bypass Western side, length  25.402 km connecting NH-8 near Amtali to NH-108B near Lembuchhera in the state of Tripura on EPC basis under NHO-NE",Roads & Highways,,Ministry of Road Transport & Highways,NHIDCL,0,,2026,,,487.38,22/03/2023,,,09/03/2027,09/03/2027,,0.0,0,0,,,9,0,,"Construction of 4-Lane with paved shoulder Agartala bypass Western side, length  25.402 km connecting NH-8 near Amtali to NH-108B near Lembuchhera in the state of Tripura on EPC basis under NHO-NE",Roads & Highways,,Ministry of Road Transport & Highways,NHIDCL,0,,2026,,,462.34,22/03/2023,,,09/03/2027,09/03/2027,,0,0,0,,,9,0,,9.0,2026.0,2026.0,487.38,0.0,0.0,1.0,0.24056268509378084,39.2904073587385,8.278580814717477,0.2290635451505017,3.0,0.569284064665127,0.569284064665127,0.09064665127020785,5.374537750952022,0.0,10.992222222222221,0.0
618320,Construction of 4-Laning of N. Kawnpui N. Mualvum Mualkhang via Khamrang Village section Package-7 of NH-6 from Existing Chainage km 127200 to km 142000 Design Chainage km 111850 to km 123400 on Silchar - Vairengte - Sairang road in the State of Mizoram on EPC mode,Roads & Highways,,Ministry of Road Transport & Highways,NHIDCL,0,,866,,,0.0,12/02/2024,,,28/10/2028,,,0.0,0,0,,,19,0,,Construction of 4-Laning of N. Kawnpui N. Mualvum Mualkhang via Khamrang Village section Package-7 of NH-6 from Existing Chainage km 127200 to km 142000 Design Chainage km 111850 to km 123400 on Silchar - Vairengte - Sairang road in the State of Mizoram on EPC mode,Roads & Highways,,Ministry of Road Transport & Highways,NHIDCL,0,,866,,,190.01,12/02/2024,,,28/10/2028,,,0,0,0,,,19,0,,19.0,866.0,866.0,0.0,0.0,0.0,1.0,0.0,28.54796320630749,27.95663600525624,0.6655466052934408,3.0,0.569284064665127,0.569284064665127,0.09064665127020785,4.794057811799111,0.0,2.897344300822562,0.0
618321,Construction of 4-Laning of West Serawlg-Sairang section  of NH-6 from Existing Chainage km 142000 to km 158900 Design Chainage km 123400 to km 136260 on Silchar - Vairengte - Sairang road in the State of Mizoram under Bharatmala Pariyojna on EPC mode under NHO-NE Package-8,Roads & Highways,,Ministry of Road Transport & Highways,NHIDCL,0,,876,,,0.0,12/02/2024,,,01/11/2028,,,0.0,0,0,,,14,0,,Construction of 4-Laning of West Serawlg-Sairang section  of NH-6 from Existing Chainage km 142000 to km 158900 Design Chainage km 123400 to km 136260 on Silchar - Vairengte - Sairang road in the State of Mizoram under Bharatmala Pariyojna on EPC mode under NHO-NE Package-8,Roads & Highways,,Ministry of Road Transport & Highways,NHIDCL,0,,876,,,288.34,12/02/2024,,,01/11/2028,,,0,0,0,,,14,0,,14.0,876.0,876.0,0.0,0.0,0.0,1.0,0.0,28.54796320630749,28.088042049934295,0.49040276179516684,3.0,0.569284064665127,0.569284064665127,0.09064665127020785,4.820217411338782,0.0,3.0618011695906437,0.0
